Player,Tm,FantPos,Age,G,GS,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Rushing Att,Rushing Yds,Yards per Rushing Attempt,Rushing TD,Tgt,Rec,Receiving Yds,Yards per Reception,Receiving TD,Fmb,FL,Total TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
Randal Williams,OAK,WR,27,16,4,0,0,0,0,0,0,0,0,0,26,13,164,12.62,0,0,0,0,0,0,16,29.4,32.4,22.9,0,122,,2005
Matt Cassel,NWE,QB,23,2,0,13,24,183,2,1,6,12,2.00,0,0,0,0,0,0,2,0,0,0,0,15,14.5,15.5,15.5,0,55,,2005
Wayne Chrebet,NYJ,WR,32,8,0,0,0,0,0,0,0,0,0,0,23,15,153,10.20,0,0,0,0,0,0,15,30.3,33.3,22.8,0,126,,2005
Todd Devoe,DEN,WR,25,14,0,0,0,0,0,0,0,0,0,0,14,9,87,9.67,1,0,0,1,0,0,15,23.7,23.7,19.2,0,130,,2005
Ryan Hannam,SEA,TE,25,16,5,0,0,0,0,0,0,0,0,0,21,13,89,6.85,1,0,0,1,0,0,15,27.9,27.9,21.4,0,51,,2005
Reggie Kelly,CIN,TE,28,15,14,0,0,0,0,0,0,0,0,0,18,15,90,6.00,1,1,0,1,0,0,15,30.0,30.0,22.5,0,50,,2005
Charles Lee,ARI,WR,28,6,0,0,0,0,0,0,0,0,0,0,18,11,152,13.82,0,0,0,0,0,0,15,26.2,29.2,20.7,0,127,,2005
Tommy Maddox,PIT,QB,34,4,2,34,71,406,2,4,8,26,3.25,0,0,0,0,0,0,2,2,0,0,0,15,14.8,23.8,18.8,0,54,,2005
Brandon Manumaleuna,STL,TE,25,14,14,0,0,0,0,0,1,2,2.00,0,20,13,129,9.92,1,2,2,1,0,0,15,28.1,33.1,21.6,0,49,,2005
Tab Perry,CIN,WR,23,16,0,0,0,0,0,0,3,9,3.00,1,5,4,21,5.25,1,1,0,2,0,0,15,19.0,19.0,17.0,0,129,,2005
Tony Richardson,KAN,FB,34,16,16,0,0,0,0,0,6,20,3.33,0,16,9,68,7.56,1,0,0,1,0,0,15,23.8,23.8,19.3,0,98,,2005
Jerheme Urban,SEA,WR,25,4,1,0,0,0,0,0,0,0,0,0,10,7,151,21.57,0,0,0,0,0,0,15,22.1,25.1,18.6,0,128,,2005
Marc Boerigter,KAN,WR,27,10,0,0,0,0,0,0,0,0,0,0,16,8,119,14.88,0,0,0,0,1,0,14,21.9,24.9,17.9,0,131,,2005
Mark Campbell,BUF,TE,30,14,10,0,0,0,0,0,0,0,0,0,29,19,139,7.32,0,0,0,0,0,0,14,32.9,35.9,23.4,0,52,,2005
Aveion Cason,STL,RB,26,2,0,0,0,0,0,0,10,65,6.50,1,1,1,11,11.00,0,0,0,1,0,0,14,14.6,14.6,14.1,0,101,,2005
Arlen Harris,STL,RB,25,16,0,0,0,0,0,0,13,21,1.62,1,5,4,34,8.50,0,0,0,1,1,0,14,17.5,17.5,15.5,0,103,,2005
Lousaka Polite,DAL,RB,24,14,3,0,0,0,0,0,2,8,4.00,0,14,9,72,8.00,1,0,0,1,0,0,14,23.0,23.0,18.5,0,99,,2005
Derrick Ward,NYG,RB,25,14,0,0,0,0,0,0,35,123,3.51,0,5,2,13,6.50,0,0,0,0,0,0,14,15.6,18.6,14.6,0,102,,2005
Derrick Wimbush,JAX,RB,25,14,1,0,0,0,0,0,3,12,4.00,1,10,5,26,5.20,0,1,1,2,0,0,14,18.8,19.8,16.3,0,100,,2005
Troy Fleming,TEN,RB,25,13,2,0,0,0,0,0,0,0,0,0,15,10,69,6.90,1,0,0,1,0,0,13,22.9,22.9,17.9,0,104,,2005
Bethel Johnson,NWE,WR,26,11,1,0,0,0,0,0,0,0,0,0,6,4,67,16.75,1,1,0,1,0,0,13,16.7,16.7,14.7,0,133,,2005
Kevin Johnson,DET,WR,29,6,2,0,0,0,0,0,0,0,0,0,31,17,133,7.82,0,0,0,0,0,0,13,30.3,33.3,21.8,0,132,,2005
Jason McAddley,SFO,WR,26,12,2,0,0,0,0,0,0,0,0,0,15,7,125,17.86,0,0,0,0,0,0,13,19.5,22.5,16.0,0,134,,2005
Terrelle Smith,CLE,FB,27,16,15,0,0,0,0,0,6,9,1.50,0,16,12,58,4.83,1,0,0,1,0,0,13,24.7,24.7,18.7,0,105,,2005
Derick Armstrong,HOU,WR,26,13,3,0,0,0,0,0,0,0,0,0,12,9,115,12.78,0,0,0,0,0,0,12,20.5,23.5,16.0,0,136,,2005
Dwayne Carswell,DEN,TE,33,7,0,0,0,0,0,0,0,0,0,0,2,2,3,1.50,2,0,0,2,0,0,12,14.3,14.3,13.3,0,53,,2005
Jonathan Smith,BUF,WR,24,7,1,0,0,0,0,0,1,1,1.00,0,7,5,56,11.20,1,1,0,1,0,0,12,16.7,16.7,14.2,0,135,,2005
Anthony Becht,TAM,TE,28,16,16,0,0,0,0,0,0,0,0,0,25,16,112,7.00,0,0,0,0,0,0,11,27.2,30.2,19.2,0,54,,2005
Casey Fitzsimmons,DET,TE,25,14,2,0,0,0,0,0,0,0,0,0,17,10,45,4.50,1,0,0,1,0,0,11,20.5,20.5,15.5,0,55,,2005
William Green,CLE,RB,26,8,0,0,0,0,0,0,20,78,3.90,0,8,5,30,6.00,0,0,0,0,0,0,11,15.8,15.8,13.3,0,107,,2005
Brad Hoover,CAR,FB,29,15,15,0,0,0,0,0,10,22,2.20,0,21,14,87,6.21,0,0,0,0,0,0,11,24.9,24.9,17.9,0,106,,2005
Peerless Price,DAL,WR,29,7,1,0,0,0,0,0,1,9,9.00,0,9,6,96,16.00,0,0,0,0,0,0,11,16.5,16.5,13.5,0,137,,2005
Patrick Ramsey,WAS,QB,26,4,1,15,25,279,1,1,7,3,0.43,0,0,0,0,0,0,2,1,0,0,0,11,11.5,13.5,12.5,0,56,,2005
Anthony Thomas,2TM,RB,28,9,2,0,0,0,0,0,43,92,2.14,0,8,4,13,3.25,0,0,0,0,0,0,11,14.5,14.5,12.5,0,108,,2005
Bradlee Van Pelt,DEN,QB,25,3,0,2,8,7,0,0,11,48,4.36,1,0,0,0,0,0,0,0,1,0,0,11,11.1,11.1,11.1,0,57,,2005
Dee Brown,KAN,RB,27,8,0,0,0,0,0,0,7,21,3.00,0,3,3,23,7.67,1,0,0,1,0,0,10,13.4,13.4,11.9,0,109,,2005
Jameel Cook,TAM,FB,26,16,0,0,0,0,0,0,0,0,0,0,10,7,43,6.14,1,0,0,1,0,0,10,17.3,17.3,13.8,0,110,,2005
Jim Finn,NYG,FB,29,16,13,0,0,0,0,0,0,0,0,0,24,13,98,7.54,0,1,0,0,0,0,10,22.8,22.8,16.3,0,113,,2005
Quinn Gray,JAX,QB,26,1,0,8,14,100,2,0,3,1,0.33,0,0,0,0,0,0,1,1,0,0,0,10,10.1,11.1,10.1,0,59,,2005
Rex Grossman,CHI,QB,25,2,1,20,39,259,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.4,12.4,12.4,0,58,,2005
Terry Jackson,SFO,FB,29,16,0,0,0,0,0,0,2,11,5.50,0,18,10,67,6.70,0,0,0,0,1,0,10,19.8,19.8,14.8,0,114,,2005
Taylor Jacobs,WAS,WR,24,15,3,0,0,0,0,0,0,0,0,0,25,11,100,9.09,0,0,0,0,0,0,10,21.0,24.0,15.5,0,139,,2005
Justin Peelle,SDG,TE,26,16,4,0,0,0,0,0,0,0,0,0,20,11,38,3.45,1,0,0,1,0,0,10,20.8,20.8,15.3,0,56,,2005
Jamal Robertson,CAR,RB,28,7,0,0,0,0,0,0,14,41,2.93,1,2,0,0,0,0,1,0,1,0,0,10,10.1,10.1,10.1,0,112,,2005
Bobby Wade,2TM,WR,24,14,1,0,0,0,0,0,1,1,1.00,0,29,14,120,8.57,0,10,4,1,0,0,10,24.1,31.1,17.1,0,138,,2005
Jason Wright,CLE,RB,23,3,0,0,0,0,0,0,11,27,2.45,1,3,3,15,5.00,0,0,0,1,0,0,10,13.2,13.2,11.7,0,111,,2005
Dwayne Blakley,ATL,TE,26,16,1,0,0,0,0,0,0,0,0,0,7,4,30,7.50,1,0,0,1,0,0,9,13.0,13.0,11.0,0,58,,2005
Ran Carthon,IND,RB,24,6,0,0,0,0,0,0,13,18,1.38,1,1,1,10,10.00,0,1,0,1,0,0,9,9.8,9.8,9.3,0,118,,2005
Darnerien McCants,PHI,WR,29,12,0,0,0,0,0,0,0,0,0,0,9,5,87,17.40,0,0,0,0,0,0,9,13.7,13.7,11.2,0,141,,2005
John Navarre,ARI,QB,25,1,0,14,24,174,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9.0,10.0,10.0,0,60,,2005
Josh Parry,PHI,FB,27,16,11,0,0,0,0,0,0,0,0,0,16,13,89,6.85,0,0,0,0,0,0,9,21.9,21.9,15.4,0,117,,2005
Cory Schlesinger,DET,FB,33,11,8,0,0,0,0,0,1,1,1.00,0,14,8,31,3.88,1,0,0,1,0,0,9,17.2,17.2,13.2,0,115,,2005
Visanthe Shiancoe,NYG,TE,25,16,5,0,0,0,0,0,0,0,0,0,17,8,91,11.38,0,0,0,0,0,0,9,17.1,17.1,13.1,0,57,,2005
David Tyree,NYG,WR,25,13,0,0,0,0,0,0,0,0,0,0,9,5,52,10.40,1,1,1,1,0,0,9,14.2,15.2,11.7,0,140,,2005
Leonard Weaver,SEA,RB,23,16,0,0,0,0,0,0,17,80,4.71,0,3,1,12,12.00,0,0,0,0,0,0,9,10.2,10.2,9.7,0,116,,2005
Dez White,ATL,WR,26,6,3,0,0,0,0,0,0,0,0,0,10,2,25,12.50,1,0,0,1,0,0,9,10.5,10.5,9.5,0,142,,2005
David Boston,MIA,WR,27,5,0,0,0,0,0,0,0,0,0,0,10,4,80,20.00,0,0,0,0,0,0,8,12.0,12.0,10.0,0,143,,2005
Joe Burns,BUF,RB,26,16,0,0,0,0,0,0,0,0,0,0,1,1,19,19.00,1,0,0,1,0,0,8,8.9,8.9,8.4,0,119,,2005
Dan Campbell,DAL,TE,29,16,12,0,0,0,0,0,0,0,0,0,7,3,24,8.00,1,0,0,1,0,0,8,11.4,11.4,9.9,0,59,,2005
Cam Cleeland,STL,TE,30,9,3,0,0,0,0,0,0,0,0,0,6,5,17,3.40,1,0,0,1,0,0,8,12.7,12.7,10.2,0,61,,2005
Wesley Duke,DEN,TE,24,3,0,0,0,0,0,0,0,0,0,0,4,2,22,11.00,1,0,0,1,0,0,8,10.2,10.2,9.2,0,60,,2005
Jay Fiedler,NYJ,QB,34,2,0,8,13,107,1,0,1,0,0.00,0,0,0,0,0,0,1,0,0,0,0,8,8.3,8.3,8.3,0,62,,2005
Terry Jones,2TM,TE,26,8,5,0,0,0,0,0,0,0,0,0,15,9,76,8.44,0,0,0,0,0,0,8,16.6,16.6,12.1,0,62,,2005
Aaron Moorehead,IND,WR,25,2,0,0,0,0,0,0,0,0,0,0,11,7,75,10.71,0,0,0,0,0,0,8,14.5,14.5,11.0,0,144,,2005
Seneca Wallace,SEA,QB,25,7,0,13,25,173,1,1,6,-5,-0.83,0,0,0,0,0,0,2,0,0,0,0,8,8.4,9.4,9.4,0,61,,2005
B.J. Askew,NYJ,FB,25,10,1,0,0,0,0,0,13,59,4.54,0,1,1,11,11.00,0,0,0,0,0,0,7,8.0,8.0,7.5,0,123,,2005
Tony Banks,HOU,QB,32,2,0,14,25,173,1,2,2,-2,-1.00,0,0,0,0,0,0,0,0,0,0,0,7,6.7,8.7,8.7,0,63,,2005
Derrick Blaylock,NYJ,RB,26,7,1,0,0,0,0,0,17,53,3.12,0,4,3,17,5.67,0,0,0,0,0,0,7,10.0,10.0,8.5,0,124,,2005
Josh Cribbs,CLE,WR,22,14,0,0,0,0,0,0,0,0,0,0,1,1,7,7.00,0,4,0,1,0,0,7,7.7,7.7,7.2,0,146,,2005
Madison Hedgecock,STL,FB,24,16,7,0,0,0,0,0,1,0,0.00,0,11,9,69,7.67,0,0,0,0,0,0,7,15.9,15.9,11.4,0,125,,2005
Mike Karney,NOR,FB,24,16,14,0,0,0,0,0,6,12,2.00,0,13,10,61,6.10,0,0,0,0,0,0,7,17.3,17.3,12.3,0,121,,2005
Bruce Perry,PHI,RB,24,2,1,0,0,0,0,0,16,74,4.63,0,2,0,0,0,0,0,0,0,0,0,7,7.4,7.4,7.4,0,120,,2005
Andrae Thurman,2TM,WR,25,15,1,0,0,0,0,0,0,0,0,0,14,7,92,13.14,0,1,1,0,0,0,7,14.2,15.2,10.7,0,145,,2005
Moe Williams,MIN,RB,31,6,1,0,0,0,0,0,13,20,1.54,0,14,8,52,6.50,0,1,0,0,0,0,7,15.2,15.2,11.2,0,122,,2005
Sam Aiken,BUF,WR,25,16,2,0,0,0,0,0,0,0,0,0,13,4,57,14.25,0,0,0,0,0,0,6,9.7,9.7,7.7,0,150,,2005
Jeff Blake,CHI,QB,35,2,0,8,9,55,1,0,1,-1,-1.00,0,0,0,0,0,0,0,0,0,0,0,6,6.1,6.1,6.1,0,64,,2005
Mike Cloud,2TM,RB,30,7,0,0,0,0,0,0,24,59,2.46,0,2,0,0,0,0,0,0,0,0,0,6,5.9,5.9,5.9,0,130,,2005
Darnell Dinkins,BAL,TE,28,16,4,0,0,0,0,0,0,0,0,0,13,6,55,9.17,0,0,0,0,0,0,6,11.5,11.5,8.5,0,67,,2005
John Gilmore,CHI,TE,26,16,0,0,0,0,0,0,0,0,0,0,4,1,1,1.00,1,0,0,1,0,0,6,7.1,7.1,6.6,0,64,,2005
Earnest Graham,TAM,RB,25,16,0,0,0,0,0,0,28,83,2.96,0,1,0,0,0,0,1,1,0,0,0,6,6.3,7.3,6.3,0,128,,2005
Justin Green,BAL,FB,23,12,4,0,0,0,0,0,5,4,0.80,0,8,7,32,4.57,0,0,0,0,1,0,6,12.6,12.6,9.1,0,131,,2005
Will Heller,MIA,TE,24,7,0,0,0,0,0,0,0,0,0,0,2,1,1,1.00,1,0,0,1,0,0,6,7.1,7.1,6.6,0,65,,2005
Vincent Jackson,SDG,WR,22,8,0,0,0,0,0,0,0,0,0,0,8,3,59,19.67,0,0,0,0,0,0,6,8.9,8.9,7.4,0,148,,2005
Dan Kreider,PIT,FB,28,16,8,0,0,0,0,0,3,21,7.00,0,11,7,43,6.14,0,0,0,0,0,0,6,13.4,13.4,9.9,0,126,,2005
Chad Lewis,PHI,TE,34,8,0,0,0,0,0,0,0,0,0,0,9,5,64,12.80,0,0,0,0,0,0,6,11.4,11.4,8.9,0,63,,2005
Clarence Moore,BAL,WR,23,4,1,0,0,0,0,0,0,0,0,0,19,3,59,19.67,0,0,0,0,0,0,6,8.9,8.9,7.4,0,149,,2005
Chad Morton,NYG,RB,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,6.0,6.0,6.0,0,129,,2005
Moran Norris,HOU,FB,27,16,5,0,0,0,0,0,0,0,0,0,1,1,4,4.00,1,0,0,1,0,0,6,7.4,7.4,6.9,0,127,,2005
Cody Pickett,SFO,QB,25,5,2,14,35,140,0,2,13,42,3.23,0,0,0,0,0,0,3,0,0,0,0,6,5.8,7.8,7.8,0,66,,2005
Nate Poole,NOR,WR,28,7,0,0,0,0,0,0,0,0,0,0,4,3,63,21.00,0,0,0,0,0,0,6,9.3,9.3,7.8,0,147,,2005
Jerame Tuman,PIT,TE,29,15,9,0,0,0,0,0,0,0,0,0,4,3,57,19.00,0,0,0,0,0,0,6,8.7,8.7,7.2,0,66,,2005
Chris Weinke,CAR,QB,33,3,0,7,13,64,1,0,8,-5,-0.63,0,0,0,0,0,0,0,0,0,0,0,6,6.1,6.1,6.1,0,65,,2005
Billy Bajema,SFO,TE,23,15,7,0,0,0,0,0,0,0,0,0,10,5,54,10.80,0,0,0,0,0,0,5,10.4,10.4,7.9,0,68,,2005
Antonio Brown,WAS,WR,27,7,0,0,0,0,0,0,2,7,3.50,0,1,0,0,0,0,2,1,1,0,0,5,4.7,5.7,4.7,0,151,,2005
Lorenzo Diamond,MIA,TE,26,16,7,0,0,0,0,0,0,0,0,0,12,8,54,6.75,0,0,0,0,0,0,5,13.4,13.4,9.4,0,69,,2005
Jason Dunn,KAN,TE,32,16,1,0,0,0,0,0,0,0,0,0,9,5,53,10.60,0,0,0,0,0,0,5,10.3,10.3,7.8,0,70,,2005
Brian Jones,JAX,TE,24,13,1,0,0,0,0,0,0,0,0,0,6,3,49,16.33,0,0,0,0,0,0,5,7.9,7.9,6.4,0,71,,2005
Matt Mauck,TEN,QB,26,2,1,15,27,136,0,1,7,39,5.57,0,0,0,0,0,0,1,1,0,0,0,5,5.3,7.3,6.3,0,67,,2005
Damien Nash,TEN,RB,23,3,0,0,0,0,0,0,6,32,5.33,0,3,3,14,4.67,0,0,0,0,0,0,5,7.6,7.6,6.1,0,132,,2005
Reggie Newhouse,ARI,WR,24,3,1,0,0,0,0,0,0,0,0,0,10,4,45,11.25,0,0,0,0,0,0,5,8.5,8.5,6.5,0,152,,2005
Paul Smith,DET,FB,27,12,5,0,0,0,0,0,4,16,4.00,0,12,6,49,8.17,0,1,1,0,0,0,5,10.5,11.5,7.5,0,133,,2005
Otis Amey,SFO,WR,24,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,4,4.0,5.0,4.0,0,155,,2005
Joel Dreessen,NYJ,TE,23,14,0,0,0,0,0,0,0,0,0,0,10,5,41,8.20,0,0,0,0,0,0,4,9.1,9.1,6.6,0,73,,2005
Justin Fargas,OAK,RB,25,14,0,0,0,0,0,0,5,28,5.60,0,5,1,9,9.00,0,0,0,0,0,0,4,4.7,4.7,4.2,0,139,,2005
J.P. Foschi,OAK,FB,23,10,5,0,0,0,0,0,0,0,0,0,11,6,37,6.17,0,0,0,0,0,0,4,9.7,9.7,6.7,0,140,,2005
Lamont Hall,NOR,TE,31,16,5,0,0,0,0,0,0,0,0,0,7,6,36,6.00,0,0,0,0,0,0,4,9.6,9.6,6.6,0,74,,2005
James Jackson,ARI,RB,29,8,0,0,0,0,0,0,4,11,2.75,0,4,2,31,15.50,0,0,0,0,0,0,4,6.2,6.2,5.2,0,135,,2005
Jason McKie,CHI,FB,25,8,2,0,0,0,0,0,3,22,7.33,0,4,4,15,3.75,0,0,0,0,0,0,4,7.7,7.7,5.7,0,141,,2005
Donovan Morgan,HOU,WR,23,3,0,0,0,0,0,0,0,0,0,0,9,4,42,10.50,0,0,0,0,0,0,4,8.2,8.2,6.2,0,154,,2005
James Mungro,IND,RB,27,12,0,0,0,0,0,0,7,15,2.14,0,3,3,28,9.33,0,0,0,0,0,0,4,7.3,7.3,5.8,0,134,,2005
Terrence Murphy,GNB,WR,23,3,0,0,0,0,0,0,0,0,0,0,11,5,36,7.20,0,0,0,0,0,0,4,8.6,8.6,6.1,0,156,,2005
Willie Ponder,NYG,WR,25,11,0,0,0,0,0,0,1,4,4.00,0,0,0,0,0,0,1,1,1,0,0,4,4.4,5.4,4.4,0,153,,2005
Cecil Sapp,DEN,RB,27,16,0,0,0,0,0,0,5,21,4.20,0,2,2,17,8.50,0,0,0,0,0,0,4,5.8,5.8,4.8,0,138,,2005
Stephen Spach,PHI,TE,23,13,1,0,0,0,0,0,0,0,0,0,12,7,42,6.00,0,0,0,0,0,0,4,11.2,11.2,7.7,0,72,,2005
Lee Suggs,CLE,RB,25,8,0,0,0,0,0,0,8,15,1.88,0,8,6,26,4.33,0,0,0,0,0,0,4,10.1,10.1,7.1,0,136,,2005
Kris Wilson,KAN,FB,24,14,1,0,0,0,0,0,1,6,6.00,0,5,3,33,11.00,0,0,0,0,0,0,4,6.9,6.9,5.4,0,137,,2005
Bam Childress,NWE,WR,23,1,0,0,0,0,0,0,0,0,0,0,4,3,32,10.67,0,0,0,0,0,0,3,6.2,6.2,4.7,0,157,,2005
Chris Hetherington,SFO,FB,33,16,6,0,0,0,0,0,1,3,3.00,0,9,5,26,5.20,0,0,0,0,0,0,3,7.9,7.9,5.4,0,142,,2005
Patrick Johnson,BAL,WR,29,6,0,0,0,0,0,0,0,0,0,0,5,2,31,15.50,0,0,0,0,0,0,3,5.1,5.1,4.1,0,158,,2005
Teyo Johnson,ARI,TE,24,6,3,0,0,0,0,0,0,0,0,0,3,3,29,9.67,0,0,0,0,0,0,3,5.9,5.9,4.4,0,75,,2005
Brian Kozlowski,WAS,TE,35,16,0,0,0,0,0,0,0,0,0,0,3,2,26,13.00,0,0,0,0,0,0,3,4.6,4.6,3.6,0,77,,2005
Matt Murphy,HOU,TE,25,9,2,0,0,0,0,0,0,0,0,0,4,2,26,13.00,0,0,0,0,0,0,3,4.6,4.6,3.6,0,78,,2005
Kassim Osgood,SDG,WR,25,12,3,0,0,0,0,0,1,4,4.00,0,5,2,21,10.50,0,0,0,0,0,0,3,4.5,4.5,3.5,0,161,,2005
Dante Ridgeway,NYJ,WR,21,8,0,0,0,0,0,0,0,0,0,0,3,2,26,13.00,0,0,0,0,0,0,3,4.6,4.6,3.6,0,160,,2005
Philip Rivers,SDG,QB,24,2,0,12,22,115,0,1,1,-1,-1.00,0,0,0,0,0,0,2,0,0,0,0,3,2.5,3.5,3.5,0,69,,2005
Jeff Robinson,STL,TE,35,5,1,0,0,0,0,0,0,0,0,0,3,1,28,28.00,0,0,0,0,0,0,3,3.8,3.8,3.3,0,76,,2005
Tony Stewart,CIN,TE,26,14,3,0,0,0,0,0,0,0,0,0,6,4,26,6.50,0,0,0,0,0,0,3,6.6,6.6,4.6,0,79,,2005
Marques Tuiasosopo,OAK,QB,26,1,1,14,26,124,1,2,2,19,9.50,0,0,0,0,0,0,2,2,0,0,0,3,2.9,6.9,4.9,0,68,,2005
Javon Walker,GNB,WR,27,1,1,0,0,0,0,0,0,0,0,0,5,4,27,6.75,0,0,0,0,0,0,3,6.7,6.7,4.7,0,159,,2005
Mark Bruener,HOU,TE,33,16,15,0,0,0,0,0,0,0,0,0,4,2,22,11.00,0,0,0,0,0,0,2,4.2,4.2,3.2,0,80,,2005
Steve Bush,SFO,TE,31,15,2,0,0,0,0,0,0,0,0,0,4,3,21,7.00,0,0,0,0,0,0,2,5.1,5.1,3.6,0,81,,2005
Ronnie Cruz,KAN,RB,24,14,0,0,0,0,0,0,0,0,0,0,1,1,15,15.00,0,0,0,0,0,0,2,2.5,2.5,2.0,0,151,,2005
Troy Edwards,DET,WR,28,3,0,0,0,0,0,0,0,0,0,0,2,2,15,7.50,0,0,0,0,0,0,2,3.5,3.5,2.5,0,165,,2005
Tim Euhus,BUF,TE,25,11,3,0,0,0,0,0,0,0,0,0,5,3,17,5.67,0,0,0,0,0,0,2,4.7,4.7,3.2,0,85,,2005
Jimmy Farris,WAS,WR,27,4,0,0,0,0,0,0,0,0,0,0,2,1,18,18.00,0,0,0,0,0,0,2,2.8,2.8,2.3,0,163,,2005
Cortez Hankton,JAX,WR,24,6,0,0,0,0,0,0,0,0,0,0,6,3,15,5.00,0,0,0,0,0,0,2,4.5,4.5,3.0,0,166,,2005
Paul Irons,CLE,TE,22,2,1,0,0,0,0,0,0,0,0,0,2,2,16,8.00,0,0,0,0,0,0,2,3.6,3.6,2.6,0,86,,2005
Bryan Johnson,CHI,FB,27,7,6,0,0,0,0,0,1,5,5.00,0,5,5,15,3.00,0,0,0,0,0,0,2,7.0,7.0,4.5,0,143,,2005
Vonta Leach,GNB,FB,24,16,5,0,0,0,0,0,0,0,0,0,10,5,19,3.80,0,0,0,0,0,0,2,6.9,6.9,4.4,0,145,,2005
Travis Minor,MIA,RB,26,16,0,0,0,0,0,0,5,17,3.40,0,1,1,0,0.00,0,0,0,0,0,0,2,2.7,2.7,2.2,0,149,,2005
Richard Owens,MIN,TE,25,16,2,0,0,0,0,0,0,0,0,0,2,2,18,9.00,0,0,0,0,0,0,2,3.8,3.8,2.8,0,84,,2005
Jerome Pathon,ATL,WR,30,9,0,0,0,0,0,0,0,0,0,0,3,1,18,18.00,0,0,0,0,0,0,2,2.8,2.8,2.3,0,164,,2005
Brett Pierce,DAL,TE,24,10,1,0,0,0,0,0,0,0,0,0,3,2,15,7.50,0,0,0,0,0,0,2,3.5,3.5,2.5,0,87,,2005
Gabe Reid,CHI,TE,28,16,3,0,0,0,0,0,0,0,0,0,6,3,20,6.67,0,0,0,0,0,0,2,5.0,5.0,3.5,0,83,,2005
Alan Ricard,BAL,FB,28,2,2,0,0,0,0,0,0,0,0,0,3,2,18,9.00,0,0,0,0,0,0,2,3.8,3.8,2.8,0,148,,2005
Darren Sproles,SDG,RB,22,15,0,0,0,0,0,0,8,50,6.25,0,4,3,10,3.33,0,3,2,0,0,0,2,5.0,7.0,3.5,0,144,,2005
Kordell Stewart,BAL,QB,33,1,0,0,0,0,0,0,4,24,6.00,0,1,0,0,0,0,0,0,0,0,0,2,2.4,2.4,2.4,0,70,,2005
Darius Watts,DEN,WR,24,6,0,0,0,0,0,0,0,0,0,0,4,2,22,11.00,0,0,0,0,0,0,2,4.2,4.2,3.2,0,162,,2005
Jamel White,BAL,RB,28,5,0,0,0,0,0,0,6,17,2.83,0,1,0,0,0,0,0,0,0,0,0,2,1.7,1.7,1.7,0,150,,2005
Roland Williams,STL,TE,30,4,3,0,0,0,0,0,0,0,0,0,3,3,21,7.00,0,0,0,0,0,0,2,5.1,5.1,3.6,0,82,,2005
Walter Williams,GNB,RB,28,2,0,0,0,0,0,0,0,0,0,0,2,1,19,19.00,0,0,0,0,0,0,2,2.9,2.9,2.4,0,146,,2005
Amos Zereoue,NWE,RB,29,3,0,0,0,0,0,0,7,14,2.00,0,1,1,5,5.00,0,0,0,0,0,0,2,2.9,2.9,2.4,0,147,,2005
Damien Anderson,ARI,RB,26,5,0,0,0,0,0,0,2,7,3.50,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.7,0.7,0,154,,2005
Richard Angulo,MIN,TE,25,2,0,0,0,0,0,0,0,0,0,0,1,1,11,11.00,0,0,0,0,0,0,1,2.1,2.1,1.6,0,90,,2005
Fred Beasley,SFO,FB,31,9,7,0,0,0,0,0,0,0,0,0,3,2,12,6.00,0,0,0,0,0,0,1,3.2,3.2,2.2,0,152,,2005
Eddie Berlin,CHI,WR,27,5,0,0,0,0,0,0,0,0,0,0,4,2,9,4.50,0,0,0,0,0,0,1,2.9,2.9,1.9,0,170,,2005
Terrance Copper,DAL,WR,23,16,0,0,0,0,0,0,0,0,0,0,4,1,5,5.00,0,0,0,0,0,0,1,1.5,1.5,1.0,0,172,,2005
Ronald Curry,OAK,WR,26,2,0,0,0,0,0,0,0,0,0,0,2,2,12,6.00,0,0,0,0,0,0,1,3.2,3.2,2.2,0,168,,2005
Gregg Guenther,TEN,TE,23,5,0,0,0,0,0,0,0,0,0,0,3,2,13,6.50,0,0,0,0,0,0,1,3.3,3.3,2.3,0,89,,2005
Ben Hartsock,IND,TE,25,7,0,0,0,0,0,0,0,0,0,0,2,2,8,4.00,0,0,0,0,0,0,1,2.8,2.8,1.8,0,92,,2005
Robert Johnson,WAS,TE,25,2,0,0,0,0,0,0,0,0,0,0,2,1,14,14.00,0,0,0,0,0,0,1,2.4,2.4,1.9,0,88,,2005
Kliff Kingsbury,NYJ,QB,26,1,0,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,0.7,0.7,0,72,,2005
Jon Kitna,CIN,QB,33,3,0,17,29,99,0,2,2,14,7.00,0,0,0,0,0,0,0,0,0,0,0,1,1.4,3.4,3.4,0,71,,2005
Matt Kranchick,2TM,TE,26,6,1,0,0,0,0,0,0,0,0,0,1,1,6,6.00,0,0,0,0,0,0,1,1.6,1.6,1.1,0,94,,2005
Glenn Martinez,DET,WR,24,5,0,0,0,0,0,0,0,0,0,0,7,1,11,11.00,0,0,0,0,0,0,1,2.1,2.1,1.6,0,169,,2005
